市区,新增,现有,累计,治愈,死亡
西安,0,13,135,119,3
境外输入,0,8,435,427,0
安康,0,0,26,26,0
汉中,0,0,26,26,0
咸阳,0,0,17,17,0
渭南,0,0,17,17,0
宝鸡,0,0,13,13,0
延安,0,0,8,8,0
铜川,0,0,8,8,0
商洛,0,0,7,7,0
榆林,0,0,3,3,0
韩城,0,0,1,1,0
杨凌示范区,0,0,1,1,0
