市区,新增,现有,累计,治愈,死亡
境外输入,0,3,23,20,0
通化,0,0,313,312,1
长春,0,0,150,150,0
吉林市,0,0,48,47,1
四平,0,0,17,16,1
辽源,0,0,7,7,0
公主岭,0,0,6,6,0
松原,0,0,6,6,0
延边,0,0,5,5,0
白城,0,0,1,1,0
梅河口,0,0,1,1,0
白山,0,0,0,0,0
