市区,新增,现有,累计,治愈,死亡
乌鲁木齐,0,0,845,845,0
喀什地区,0,0,80,80,0
伊犁州,0,0,19,19,0
第四师,0,0,10,9,1
昌吉州,0,0,5,5,0
第八师,0,0,4,3,1
第九师,0,0,4,3,1
吐鲁番地区,0,0,3,3,0
巴音郭楞蒙古自治州,0,0,3,3,0
第十二师,0,0,3,3,0
第六师,0,0,2,2,0
第七师,0,0,1,1,0
阿克苏地区,0,0,1,1,0
博州,0,0,0,0,0
待确认,0,0,1,1,0
