市区,新增,现有,累计,治愈,死亡
境外输入,0,13,356,343,0
宝坻区,0,0,60,58,2
河东区,0,0,15,14,1
滨海新区,0,0,13,13,0
河北区,0,0,12,12,0
北辰区,0,0,7,7,0
和平区,0,0,6,6,0
南开区,0,0,6,6,0
外地来津人员,0,0,6,6,0
西青区,0,0,4,4,0
河西区,0,0,4,4,0
宁河区,0,0,4,4,0
东丽区,0,0,4,4,0
红桥区,0,0,2,2,0
津南区,0,0,2,2,0
武清区,0,0,2,2,0
静海区,0,0,0,0,0
蓟州区,0,0,0,0,0
