市区,新增,现有,累计,治愈,死亡
境外输入,0,4,65,61,0
长沙,0,3,247,242,2
株洲,0,1,110,109,0
岳阳,0,0,156,155,1
邵阳,0,0,102,101,1
常德,0,0,82,82,0
张家界,0,0,77,77,0
娄底,0,0,76,76,0
益阳,0,0,63,63,0
衡阳,0,0,48,48,0
永州,0,0,44,44,0
怀化,0,0,40,40,0
郴州,0,0,39,39,0
湘潭,0,0,38,38,0
湘西州,0,0,10,10,0
