市区,新增,现有,累计,治愈,死亡
南昌,-,0,231,231,0
新余,-,0,129,129,0
上饶,-,0,123,123,0
九江,-,0,116,116,0
宜春,-,0,106,106,0
赣州,-,0,74,73,1
抚州,-,0,72,72,0
萍乡,-,0,33,33,0
吉安,-,0,22,22,0
鹰潭,-,0,18,18,0
景德镇,-,0,6,6,0
境外输入,-,0,6,6,0
赣江新区,-,0,1,1,0
