市区,新增,现有,累计,治愈,死亡
邢台,0,2,96,93,1
石家庄,0,1,899,897,1
境外输入,0,1,37,36,0
唐山,0,0,58,57,1
沧州,0,0,49,46,3
张家口,0,0,43,43,0
保定,0,0,34,34,0
廊坊,0,0,33,33,0
邯郸,0,0,32,32,0
雄安新区,0,0,13,13,0
秦皇岛,0,0,10,9,1
衡水,0,0,8,8,0
承德,0,0,7,7,0
定州,0,0,2,2,0
