市区,新增,现有,累计,治愈,死亡
合肥,0,0,176,175,1
蚌埠,0,0,160,155,5
阜阳,0,0,156,156,0
亳州,0,0,108,108,0
安庆,0,0,83,83,0
六安,0,0,77,77,0
宿州,0,0,41,41,0
马鞍山,0,0,38,38,0
芜湖,0,0,34,34,0
铜陵,0,0,29,29,0
淮北,0,0,27,27,0
淮南,0,0,27,27,0
池州,0,0,17,17,0
滁州,0,0,13,13,0
黄山,0,0,9,9,0
境外输入,0,0,7,7,0
宣城,0,0,6,6,0
