市区,新增,现有,累计,治愈,死亡
境外输入,0,10,659,649,0
宜宾,0,1,13,12,0
自贡,0,1,10,9,0
成都,0,0,163,160,3
甘孜州,0,0,78,78,0
达州,0,0,42,42,0
南充,0,0,39,39,0
广安,0,0,30,30,0
泸州,0,0,25,25,0
巴中,0,0,24,24,0
绵阳,0,0,23,23,0
内江,0,0,22,22,0
德阳,0,0,18,18,0
遂宁,0,0,17,17,0
攀枝花,0,0,16,16,0
凉山州,0,0,13,13,0
眉山,0,0,8,8,0
雅安,0,0,8,8,0
广元,0,0,6,6,0
资阳,0,0,4,4,0
乐山,0,0,3,3,0
阿坝州,0,0,1,1,0
