市区,新增,现有,累计,治愈,死亡
黑河,9,10,34,24,0
境外输入,0,2,404,402,0
绥化,0,0,537,533,4
哈尔滨,0,0,498,494,4
双鸭山,0,0,52,49,3
鸡西,0,0,46,46,0
齐齐哈尔,0,0,44,43,1
牡丹江,0,0,36,36,0
大庆,0,0,29,28,1
七台河,0,0,17,17,0
佳木斯,0,0,15,15,0
鹤岗,0,0,5,5,0
大兴安岭地区,0,0,3,3,0
伊春,0,0,1,1,0
待确认,0,0,2,2,0
